SCENE,KEY,SENTENCE,END_TIME,SPEAKER,SHOW,Sarcasm,Sarcasm_Type,Implicit_Emotion,Explicit_Emotion,Valence,Arousal
1_S11E11_098,1_S11E11_098_u,"Aw, the people's pajamas have little horses on them, and the horses' have little people.",0:05.937000,PENNY,BBT,0,NONE,Happiness,Neutral,6,5
1_S11E11_127,1_S11E11_127_u,Great. Can you bring a few things?,0:02.734000,HOWARD,BBT,0,NONE,Neutral,Neutral,5,5
1_S11E11_182,1_S11E11_182_u,"Oh, fun. Can I help?",0:02.100000,PENNY,BBT,0,NONE,Happiness,Happiness,6,6
1_S11E11_217,1_S11E11_217_u,"Great, 'cause it's tomorrow, and I need you to plan it.",0:03.669000,HOWARD,BBT,0,NONE,Excitement,Excitement,6,7
1_S11E11_301,1_S11E11_301_u,"No, the fern. The one in the bathroom.",0:02.735000,LEONARD,BBT,0,NONE,Neutral,Neutral,5,5
1_S11E11_343,1_S11E11_343_u,"Oh, grow up.",0:01.033000,HOWARD,BBT,0,NONE,Neutral,Neutral,5,5
1_S11E11_403,1_S11E11_403_u,"Ooh, I want to see the birthday girl.",0:01.600000,PENNY,BBT,0,NONE,Excitement,Excitement,7,8
1_S11E12_038,1_S11E12_038_u,That's funny. I always thought Howard was nature's way of saying  the Wolowitz line ends here,0:3.804000,RAJ,BBT,1,PRO,Ridicule,Neutral,3,7
1_S11E12_237,1_S11E12_237_u,Why can't Amy drive you?,0:01.468000,LEONARD,BBT,0,NONE,Neutral,Neutral,5,5
1_S11E12_279,1_S11E12_279_u,"Yeah, did Sheldon send it to you?",0:02.637000,LEONARD,BBT,0,NONE,Neutral,Neutral,5,5
1_S11E12_290,1_S11E12_290_u,I don't think they're acting.,0:2.035999,LEONARD,BBT,1,ILL,Ridicule,Surprise,4,7
1_S11E13_001,1_S11E13_001_u,Newspapers? Did you find a portal back to the 1990s?,0:3.971,LEONARD,BBT,1,PRO,Ridicule,Surprise,4,8
1_S11E13_211,1_S11E13_211_u,"Wow, I didn't think anything could top last night's spelling bee, but here comes math.",0:4.871,PENNY,BBT,1,EMB,Frustration,Excitement,4,7
1_S11E13_362,1_S11E13_362_u,Did it work?,0:2.335,BERNADETTE,BBT,1,ILL,Anger,Neutral,4,7
1_S11E16_170,1_S11E16_170_u,You're right. That's so much better.,0:3.804000,BERNADETTE,BBT,1,ILL,Frustration,Excitement,4,7
1_S11E18_206,1_S11E18_206_u,I didn't know that came in a boys' medium.,0:2.602999,RAJ,BBT,1,PRO,Ridicule,Surprise,4,6
1_S11E19_030,1_S11E19_030_u,"Except for you, Sheldon. You're eating crow.",0:2.802999,RAJ,BBT,1,PRO,Ridicule,Neutral,3,8
1_S11E19_143,1_S11E19_143_u,The drone or your stupid robot show,0:2.000999,HOWARD,BBT,1,PRO,Ridicule,Neutral,4,8
1_S11E20_143,1_S11E20_143_u,Just about who you're marrying.,0:2.603000,PENNY,BBT,1,PRO,Ridicule,Neutral,3,8
1_S11E20_332,1_S11E20_332_u,And alive?,0:3.137000,HOWARD,BBT,1,ILL,Ridicule,Surprise,3,8
1_S11E21_080,1_S11E21_080_u,Is it your teen years?,0:2.809999,HOWARD,BBT,1,PRO,Ridicule,Neutral,4,7
1_S11E21_201,1_S11E21_201_u,"I'll go to dinner, and you can stay home with the Internet and have romance.",0:3.939999,BERNADETTE,BBT,1,EMB,Ridicule,Neutral,4,8
1_S11E22_069,1_S11E22_069_u,"Mm. Well, I've got a push-up bra I can loan you that always gets me free drinks.",0:5.104999,PENNY,BBT,1,PRO,Ridicule,Neutral,2,8
1_S11E22_149,1_S11E22_149_u,"If there's someone more relentless than you, I'd like to meet them.",0:3.638,HOWARD,BBT,1,ILL,Frustration,Excitement,4,8
1_S11E22_205,1_S11E22_205_u,No. I'm just sitting here at my desk typing on my computer for nothing.,0:5.239000,LEONARD,BBT,1,PRO,Frustration,Neutral,4,7
1_S11E22_260,1_S11E22_260_u,Step one is flunk out of art school.,0:3.37,STUART,BBT,1,PRO,Ridicule,Neutral,3,6
1_S11E23_048,1_S11E23_048_u,"Ooh, now it's starting to sound like a good wedding.",0:2.770000,BERNADETTE,BBT,1,PRO,Ridicule,Happiness,3,7
1_S11E24_338,1_S11E24_338_u,Science? Shocking!,0:3.537,PENNY,BBT,1,ILL,Anger,Excitement,3,8
1_S12E01_111,1_S12E01_111_u,This is the news.,0:05.871000,LEONARD,BBT,0,NONE,Neutral,Neutral,5,5
1_S12E01_139,1_S12E01_139_u,You happy? You smell like Amy's dad.,0:2.269,PENNY,BBT,1,PRO,Disgust,Neutral,3,8
1_S12E01_150,1_S12E01_150_u,You want to say it? You can say it.,0:02.567000,BERNADETTE,BBT,0,NONE,Happiness,Happiness,6,5
1_S12E01_248,1_S12E01_248_u,"You know, I cut you a lot of slack cause you come from another country, but you've been here a long time.",0:6.072999,HOWARD,BBT,1,EMB,Disgust,Happiness,4,8
1_S12E01_268,1_S12E01_268_u,What are you gonna do? He's from another country.,0:7.339999,HOWARD,BBT,1,ILL,Frustration,Happiness,4,8
1_S12E01_274,1_S12E01_274_u,Just let it go.,0:01.733000,AMY,BBT,0,NONE,Frustration,Frustration,4,6
1_S12E01_297,1_S12E01_297_u,for a successful day of ballbusting.,0:3.637000,PENNY,BBT,1,EMB,Anger,Happiness,2,8
1_S12E01_325,1_S12E01_325_u,You called him Mike Tyson's little sister.,0:03.502000,HOWARD,BBT,0,NONE,Disgust,Disgust,4,6
1_S12E01_332,1_S12E01_332_u,"Oh, please, you're just the right amount of bearing.",0:3.871000,PENNY,BBT,1,PRO,Ridicule,Sadness,4,7
1_S12E01_339,1_S12E01_339_u,"Me, too.",0:5.305,PENNY,BBT,1,ILL,Disgust,Happiness,4,8
1_S12E02_006,1_S12E02_006_u,"I told you, I'm not okay with it.",0:02.468000,BERNADETTE,BBT,0,NONE,Neutral,Neutral,5,5
1_S12E02_105,1_S12E02_105_u,Are you sure she wasn't trying to breathe life back into him?,0:4.404,HOWARD,BBT,1,PRO,Ridicule,Neutral,3,7
1_S12E02_118,1_S12E02_118_u,Is she into you or does she just hate her parents?,0:3.102999,HOWARD,BBT,1,ILL,Ridicule,Sadness,3,8
1_S12E02_204,1_S12E02_204_u,Of course he knows what it is. He's the smartest man in the world.,0:4.571,PENNY,BBT,1,ILL,Ridicule,Neutral,4,8
1_S12E02_228,1_S12E02_228_u,"If you're asking if you and Amy should spend the next couple days running all over town searching for the next clue, I'm gonna have to say yes.",0:9.509,HOWARD,BBT,1,ILL,Ridicule,Neutral,3,8
1_S12E02_262,1_S12E02_262_u,Riveting.,0:2.001999,AMY,BBT,1,ILL,Frustration,Excitement,3,7
1_S12E02_274,1_S12E02_274_u,"Or you can ask me, the geologist who won the MacArthur Genius Grant.",0:3.904,OTHER,BBT,1,PRO,Sadness,Excitement,4,8
1_S12E02_358,1_S12E02_358_u,Wow. Gentile moms are tough.,0:3.003,HOWARD,BBT,1,PRO,Ridicule,Surprise,3,8
1_S12E02_385,1_S12E02_385_u," And if not, swing by the chocolate factory and see if they're hiring.",0:5.904999,HOWARD,BBT,1,ILL,Ridicule,Neutral,4,8
1_S12E02_433,1_S12E02_433_u,We wrote you a special thank you note.,0:03.235000,AMY,BBT,0,NONE,Happiness,Happiness,6,6
1_S12E02_443,1_S12E02_443_u,I'm no longer happy.,0:02.267000,LEONARD,BBT,0,NONE,Sadness,Sadness,4,7
1_S12E02_466,1_S12E02_466_u,Do your 63 other crayon friends know you're out?,0:2.036000,OTHER,BBT,1,EMB,Ridicule,Neutral,3,7
1_S12E02_471,1_S12E02_471_u,"Yeah, I'm in the mood for orange chicken.",0:2.469999,OTHER,BBT,1,ILL,Ridicule,Neutral,4,7
1_S12E03_061,1_S12E03_061_u,You'’re the one who said you wanted to read more.,0:02.481000,HOWARD,BBT,0,NONE,Neutral,Neutral,5,5
1_S12E03_095,1_S12E03_095_u,He sent us that Indian marriage questionnaire.,0:02.525000,LEONARD,BBT,0,NONE,Neutral,Neutral,5,5
1_S12E03_101,1_S12E03_101_u,"Great, so your church is Our Lady of the Stretchy Pants.",0:4.004,LEONARD,BBT,1,EMB,Ridicule,Neutral,2,8
1_S12E03_118,1_S12E03_118_u,"Well, I did take care of Sheldon for 15 years, and he only bite me once",0:2.480000,LEONARD,BBT,1,PRO,Ridicule,Neutral,2,9
1_S12E03_174,1_S12E03_174_u,I get that.,0:01.567000,PENNY,BBT,0,NONE,Sadness,Sadness,4,6
1_S12E03_195,1_S12E03_195_u,"You'’re right, you'’ve got Leonard. What more do you need?",0:5.004999,BERNADETTE,BBT,1,PRO,Ridicule,Neutral,3,8
1_S12E03_239,1_S12E03_239_u,"I told him it was dumb, and now he'’s mad at me.",0:04.047000,HOWARD,BBT,0,NONE,Sadness,Neutral,4,4
1_S12E03_263,1_S12E03_263_u,"No. No. No, no. No, no, no, no, no, no, no, no.",0:02.872000,PENNY,BBT,0,NONE,Fear,Fear,3,5
1_S12E03_286,1_S12E03_286_u,"Grape Nuts for breakfast, quiet car ride, things are really breaking my way today.",0:5.613999,SHELDON,BBT,1,PRO,Ridicule,Neutral,4,7
1_S12E03_310,1_S12E03_310_u,Although that cinnamon roll does smell good if you'’re open to halfsies.,0:04.309000,RAJ,BBT,0,NONE,Neutral,Neutral,5,5
1_S12E03_337,1_S12E03_337_u,They will find other friends.,0:02.872000,PENNY,BBT,0,NONE,Neutral,Neutral,5,5
1_S12E03_338,1_S12E03_338_u,"Oh, sure, '’cause Sheldon'’s DNA plus my DNA equals a kid who knows how to make friends. Grow up!",0:5.309999,AMY,BBT,1,PRO,Anger,Happiness,3,8
1_S12E03_380,1_S12E03_380_u,Really? We'’re joking about this now?,0:03.395000,LEONARD,BBT,0,NONE,Sadness,Sadness,4,6
1_S12E03_410,1_S12E03_410_u,Oh. We can'’t use that. That was the theme of my parents'’ divorce.,0:4.57,RAJ,BBT,1,PRO,Ridicule,Sadness,3,8
1_S12E03_449,1_S12E03_449_u,"Oh, my God. You bought me the Batmobile?!",0:02.524000,LEONARD,BBT,0,NONE,Surprise,Surprise,7,8
1_S12E04_003,1_S12E04_003_u,"Wait, I'm still in them, right?",0:2.569,AMY,BBT,1,PRO,Ridicule,Surprise,4,7
1_S12E04_027,1_S12E04_027_u,"I didn't just drink the crazy milk, I bought the crazy cow.",0:7.341999,AMY,BBT,1,EMB,Frustration,Sadness,3,8
1_S12E04_040,1_S12E04_040_u,Tell us the truth. Did she get you pregnant?,0:2.735,PENNY,BBT,1,PRO,Disgust,Surprise,2,7
1_S12E04_046,1_S12E04_046_u,"Well, it's hard to say, not knowing much about her. Does she have fingers?",0:4.103999,BERNADETTE,BBT,1,PRO,Ridicule,Surprise,3,8
1_S12E04_055,1_S12E04_055_u,"Yeah, so did the koala.",0:02.134000,LEONARD,BBT,0,NONE,Neutral,Neutral,5,5
1_S12E04_070,1_S12E04_070_u,"Listen, I'm really worried about this whole Raj thing.",0:02.609000,PENNY,BBT,0,NONE,Fear,Fear,4,6
1_S12E04_076,1_S12E04_076_u,"She doesn't have an Instagram, which means she's either 80 or something's wrong with her.",0:4.459999,PENNY,BBT,1,PRO,Ridicule,Disgust,3,8
1_S12E04_102,1_S12E04_102_u,this is a safe space-- it's okay to be vulnerable.,0:02.701000,HOWARD,BBT,0,NONE,Neutral,Neutral,5,5
1_S12E04_195,1_S12E04_195_u,"She can get into any restaurant, but the best husband she can find is Raj?",0:5.872,BERNADETTE,BBT,1,EMB,Disgust,Neutral,3,7
1_S12E04_204,1_S12E04_204_u,"Oh, I've been trying to get in touch with him, but I never heard back. Is he okay?",0:03.335000,OTHER,BBT,0,NONE,Neutral,Neutral,5,5
1_S12E04_233,1_S12E04_233_u,How did I betray you?,0:01.333000,OTHER,BBT,0,NONE,Disgust,Disgust,4,6
1_S12E04_242,1_S12E04_242_u,No other kids in Texas?,0:2.168,HOWARD,BBT,1,PRO,Disgust,Surprise,4,8
1_S12E04_249,1_S12E04_249_u,"You know, I was curious to find out what Tam had done wrong.",0:03.068000,LEONARD,BBT,0,NONE,Excitement,Excitement,4,6
1_S12E04_276,1_S12E04_276_u,"So, what do you want to know?",0:01.332000,OTHER,BBT,0,NONE,Neutral,Neutral,5,5
1_S12E04_456,1_S12E04_456_u,All I see is a yellow smudge.,0:02.434000,PENNY,BBT,0,NONE,Neutral,Neutral,5,5
1_S12E05_030,1_S12E05_030_u,"Hmm, yeah, but somehow, you manage.",0:1.836000,RAJ,BBT,1,PRO,Disgust,Neutral,4,6
1_S12E05_054,1_S12E05_054_u,"Oh, the helmet will sense that and stop the experiment.",0:02.834000,AMY,BBT,0,NONE,Neutral,Neutral,5,5
1_S12E05_083,1_S12E05_083_u,And it's gone.,0:02.033000,BERNADETTE,BBT,0,NONE,Disgust,Disgust,3,6
1_S12E05_110,1_S12E05_110_u,Yeah. I already got a man for that.,0:3.904,PENNY,BBT,1,PRO,Frustration,Neutral,4,7
1_S12E05_134,1_S12E05_134_u,"First of all, I've totally done karaoke with a rock star.",0:04.837000,RAJ,BBT,0,NONE,Anger,Anger,3,6
1_S12E06_010,1_S12E06_010_u,Did you know the Michael Myers mask from the film was actually a Captain Kirk mask turned inside out?,0:04.202000,LEONARD,BBT,0,NONE,Excitement,Neutral,6,5
1_S12E06_016,1_S12E06_016_u,Says the man with a giant belt buckle and a dickey.,0:3.370000,LEONARD,BBT,1,PRO,Disgust,Neutral,3,8
1_S12E06_027,1_S12E06_027_u,All the time? I only remember being invited to one.,0:02.434000,LEONARD,BBT,0,NONE,Neutral,Neutral,5,5
1_S12E06_088,1_S12E06_088_u,Maybe he's cranky because he's off his bathroom schedule.,0:2.859,RAJ,BBT,1,ILL,Ridicule,Neutral,3,8
1_S12E06_111,1_S12E06_111_u,"You get that I'm wearing a corset because of you, not because I'm tired of breathing?",0:04.402000,AMY,BBT,0,NONE,Disgust,Disgust,4,6
1_S12E06_171,1_S12E06_171_u,"Oh, come on. It was all in good fun.",0:01.934000,BERNADETTE,BBT,0,NONE,Happiness,Happiness,6,6
1_S12E06_229,1_S12E06_229_u,Really? We're still doing this?,0:01.400000,PENNY,BBT,0,NONE,Surprise,Surprise,5,6
1_S12E06_248,1_S12E06_248_u,And I don't understand what's going on because I went to MIT.,0:5.306000,SHELDON,BBT,1,EMB,Ridicule,Neutral,4,8
1_S12E06_287,1_S12E06_287_u,It was. And I'm sorry about earlier.,0:02.700000,LEONARD,BBT,0,NONE,Sadness,Sadness,4,4
1_S12E06_316,1_S12E06_316_u,"Look at you, improving on perfection. How so?",0:4.071000,AMY,BBT,1,EMB,Ridicule,Surprise,4,7
1_S12E06_367,1_S12E06_367_u,"What do you want, Sheldon?",0:02.100000,BERNADETTE,BBT,0,NONE,Neutral,Neutral,5,5
1_S12E06_412,1_S12E06_412_u,That's what you said about the butterfly pavilion at the zoo.,0:3.537,LEONARD,BBT,1,PRO,Ridicule,Neutral,4,8
1_S12E07_005,1_S12E07_005_u,"I'm gonna hook up the garden hose, so it has running water.",0:02.600000,HOWARD,BBT,0,NONE,Happiness,Happiness,6,4
1_S12E07_060,1_S12E07_060_u,You sound like my wife just before she asked me to go to Coachella.,0:5.638999,LEONARD,BBT,1,EMB,Disgust,Neutral,3,7
1_S12E07_092,1_S12E07_092_u,Swagger in your step?,0:01.566000,HOWARD,BBT,0,NONE,Happiness,Happiness,5,5
1_S12E07_105,1_S12E07_105_u,"Should we form a line, or just do it like we're bobbing for apples?",0:3.937000,HOWARD,BBT,1,PRO,Ridicule,Neutral,2,8
1_S12E07_147,1_S12E07_147_u,"But you're not, are you?",0:03.802000,PENNY,BBT,0,NONE,Excitement,Excitement,4,6
1_S12E07_169,1_S12E07_169_u,"You know, if it's that easy, then why does Leonard have to drive you to work every day?",0:04.102000,PENNY,BBT,0,NONE,Disgust,Disgust,4,6
1_S12E07_179,1_S12E07_179_u,"Yeah, sure. You slept with your husband.",0:02.033000,BERNADETTE,BBT,0,NONE,Neutral,Neutral,5,5
1_S12E07_264,1_S12E07_264_u,(whining): It's just so hard!,0:01.533000,LEONARD,BBT,0,NONE,Frustration,Frustration,3,7
1_S12E07_424,1_S12E07_424_u,What was the case?,0:01.900000,HOWARD,BBT,0,NONE,Excitement,Neutral,6,6
1_S12E07_443,1_S12E07_443_u,No idea.,0:01.399000,LEONARD,BBT,0,NONE,Excitement,Excitement,6,6
1_S12E08_006,1_S12E08_006_u,"Well, how would you guys feel about going to India for my wedding?",0:03.735000,RAJ,BBT,0,NONE,Happiness,Happiness,6,6
1_S12E08_023,1_S12E08_023_u,"Yeah. And my mom loves Penny, which is weird, because I never knew she could love.",0:4.771999,LEONARD,BBT,1,EMB,Sadness,Happiness,2,8
1_S12E08_071,1_S12E08_071_u,It doesn't have to be tonight.,0:02,OTHER,BBT,0,NONE,Neutral,Neutral,5,5
1_S12E08_098,1_S12E08_098_u,"Yeah, you're gonna need to show your work on that.",0:2.436,AMY,BBT,1,PRO,Frustration,Neutral,3,7
1_S12E08_103,1_S12E08_103_u,Which is perfect.,0:2.102000,AMY,BBT,1,PRO,Frustration,Neutral,4,6
1_S12E08_135,1_S12E08_135_u,"He's our friend. What's up, pal?",0:03.535000,HOWARD,BBT,0,NONE,Neutral,Neutral,5,5
1_S12E08_258,1_S12E08_258_u,You can do that but you still can't get my bra off.,0:5.237999,BERNADETTE,BBT,1,PRO,Ridicule,Sadness,2,8
1_S12E08_445,1_S12E08_445_u,(chuckles) Couldn't think of a single reason not to.,0:4.192,AMY,BBT,1,ILL,Frustration,Happiness,4,7
1_S12E09_005,1_S12E09_005_u,"How about that? There is an ""I"" in ""team.""",0:2.301999,AMY,BBT,1,EMB,Anger,Neutral,3,8
1_S12E09_081,1_S12E09_081_u,"Well, I am shocked, Sheldon, because I totally believed that the woman you reported for being stingy with the peas couldn't keep her hands off you.",0:8.909,LEONARD,BBT,1,ILL,Ridicule,Surprise,2,8
1_S12E09_090,1_S12E09_090_u,You mean the last two minutes or the last 20 years?,0:2.769,LEONARD,BBT,1,PRO,Frustration,Neutral,3,8
1_S12E09_103,1_S12E09_103_u,It just got more fun.,0:1.667999,LEONARD,BBT,1,PRO,Ridicule,Happiness,3,7
1_S12E09_175,1_S12E09_175_u,"All right, great, can we go?",0:01.233000,PENNY,BBT,0,NONE,Excitement,Excitement,6,6
1_S12E09_207,1_S12E09_207_u,Okay.,0:01.833000,HOWARD,BBT,0,NONE,Neutral,Neutral,5,5
1_S12E09_307,1_S12E09_307_u,The alphabet?,0:2.335000,OTHER,BBT,1,PRO,Anger,Surprise,4,8
1_S12E09_369,1_S12E09_369_u,They're already dead. There's nothing we can do.,0:2.628999,PENNY,BBT,1,ILL,Ridicule,Sadness,3,8
1_S12E09_413,1_S12E09_413_u,I don't care at all.,0:03.301000,PENNY,BBT,0,NONE,Sadness,Sadness,4,3
1_S12E10_076,1_S12E10_076_u,You or the steak?,0:02.568000,PENNY,BBT,0,NONE,Surprise,Neutral,5,5
1_S12E10_195,1_S12E10_195_u,Why is it all in the living room?,0:03.234000,HOWARD,BBT,0,NONE,Neutral,Neutral,5,5
1_S12E10_245,1_S12E10_245_u,"And when I was little and my dog died, my mom sat me down and very gently told me that she wished the truck had hit my dad instead.",0:6.740000,LEONARD,BBT,1,EMB,Disgust,Neutral,2,9
1_S12E11_002,1_S12E11_002_u,- A waste of champagne?,0:3.002999,PENNY,BBT,1,PRO,Disgust,Neutral,4,8
1_S12E11_072,1_S12E11_072_u,"No offense, worker bees.",0:1.801000,OTHER,BBT,1,ILL,Disgust,Neutral,4,7
1_S12E11_190,1_S12E11_190_u,"Well, you really managed to capture my voice.",0:4.771000,AMY,BBT,1,ILL,Frustration,Happiness,3,7
1_S12E11_199,1_S12E11_199_u,"""Pretty well""?",0:2.335999,RAJ,BBT,1,ILL,Disgust,Surprise,4,7
1_S12E11_216,1_S12E11_216_u,Maybe she doesn't have tip money?,0:2.036000,BERNADETTE,BBT,1,PRO,Ridicule,Neutral,2,7
1_S12E12_030,1_S12E12_030_u,"Yeah, so impressive how you manage to bounce back after having no babies.",0:5.266,BERNADETTE,BBT,1,EMB,Anger,Happiness,2,8
1_S12E12_043,1_S12E12_043_u,"I open the door and say, ""Hey, Raj.""",0:3.09,HOWARD,BBT,1,PRO,Disgust,Excitement,4,7
1_S12E12_086,1_S12E12_086_u,Leonard was just saying how he was hoping to have dinner with one of your ex-boyfriends on his expensive boat.,0:5.614000,BERNADETTE,BBT,1,ILL,Ridicule,Happiness,2,8
1_S12E12_266,1_S12E12_266_u,You went to college.,0:2.742000,LEONARD,BBT,1,ILL,Disgust,Surprise,4,7
1_S12E12_281,1_S12E12_281_u,but... thank you for saying it out loud.,0:3.742999,PENNY,BBT,1,ILL,Disgust,Happiness,3,7
1_S12E12_371,1_S12E12_371_u,They wanted you?,0:2.088999,SHELDON,BBT,1,PRO,Disgust,Surprise,3,8
1_S12E13_088,1_S12E13_088_u,"Well, I know how to do the dishes. Just, sometimes I'm tired.",0:3.737,PENNY,BBT,1,PRO,Ridicule,Neutral,3,7
1_S12E13_224,1_S12E13_224_u," Yeah, who remembers the guy who was trying to find India and discovered America instead?",0:4.926000,HOWARD,BBT,1,PRO,Ridicule,Surprise,4,8
1_S12E14_125,1_S12E14_125_u,"including the rare ""DayQuilt"" misprint from 1996.",0:3.336999,OTHER,BBT,1,PRO,Disgust,Excitement,3,8
1_S12E14_152,1_S12E14_152_u,It's nice they found each other.,0:5.405000,RAJ,BBT,1,ILL,Disgust,Happiness,3,7
1_S12E15_013,1_S12E15_013_u,"Yeah, and we don't find it weird at all.",0:2.669000,PENNY,BBT,1,ILL,Disgust,Excitement,4,7
1_S12E15_064,1_S12E15_064_u,"Oh, yeah, I would have forgotten, except for those nonrefundable airline tickets to India I bought.",0:5.872000,HOWARD,BBT,1,PRO,Ridicule,Sadness,3,8
1_S12E15_154,1_S12E15_154_u,It is important for you two to keep the spark alive.,0:3.67,BERNADETTE,BBT,1,PRO,Disgust,Neutral,3,7
1_S12E15_273,1_S12E15_273_u,"I told you, if we left pizza on the counter,",0:1.579000,SHELDON,BBT,1,PRO,Disgust,Neutral,2,8
1_S12E15_351,1_S12E15_351_u,"Well, I took a nap next to Hot Dog on a Stick. What do you think?",0:3.671000,PENNY,BBT,1,PRO,Frustration,Neutral,4,7
1_S12E15_420,1_S12E15_420_u,"Really? Well, I did not see that coming.",0:4.638,HOWARD,BBT,1,ILL,Ridicule,Surprise,3,7
1_S12E16_140,1_S12E16_140_u,"Oh, no, this is the rest of our lives.",0:4.371000,AMY,BBT,1,PRO,Frustration,Excitement,4,8
1_S12E17_085,1_S12E17_085_u,Was one of the options the option to never come back?,0:2.935999,LEONARD,BBT,1,PRO,Ridicule,Neutral,3,8
1_S12E17_124,1_S12E17_124_u,"What do you call that, Bishops Be Crazy?",0:2.703000,RAJ,BBT,1,ILL,Ridicule,Neutral,4,7
1_S12E17_195,1_S12E17_195_u,Maybe she's basing that on your poor husbanding skills.,0:4.003999,LEONARD,BBT,1,PRO,Disgust,Neutral,2,8
1_S12E17_336,1_S12E17_336_u,"No, by opening the door to a hangar and letting the airplane fly in.",0:4.871999,HOWARD,BBT,1,PRO,Frustration,Neutral,3,7
1_S12E18_030,1_S12E18_030_u,"Yeah, you should've seen her take down John Krasinski last week. Got him to admit he loved his wife. It was brutal.",0:7.107999,PENNY,BBT,1,PRO,Ridicule,Sadness,3,6
1_S12E18_159,1_S12E18_159_u,"Honey, remember, she's my child, too.",0:3.137000,HOWARD,BBT,1,PRO,Ridicule,Happiness,4,7
1_S12E18_198,1_S12E18_198_u,"And I'm supposed to be living on my own at this age, but here we are.",0:6.907,STUART,BBT,1,PRO,Ridicule,Sadness,4,7
1_S12E18_225,1_S12E18_225_u,"""Unfortunately, Sheldon..."" that's all you got to say.",0:3.103000,PENNY,BBT,1,EMB,Frustration,Excitement,3,7
1_S12E18_290,1_S12E18_290_u,But the time machine thing is probably more likely.,0:3.804000,LEONARD,BBT,1,PRO,Ridicule,Neutral,4,7
1_S12E18_303,1_S12E18_303_u,No. (chuckles) It's great. I just don't want anyone to ever see it or read it or know it exists.,0:4.672,HOWARD,BBT,1,PRO,Disgust,Happiness,4,8
1_S12E19_143,1_S12E19_143_u,Numb your brain with alcohol and watch a reality show where wealthy people pick fake arguments with each other?,0:4.972,SHELDON,BBT,1,PRO,Disgust,Surprise,3,7
1_S12E19_354,1_S12E19_354_u,"Well, I don't see what else you could've done.",0:5.038,PENNY,BBT,1,ILL,Disgust,Sadness,4,8
1_S12E20_378,1_S12E20_378_u,I speak a little Russian. Will you take nyet for an answer?,0:4.351999,OTHER,BBT,1,ILL,Ridicule,Excitement,3,7
1_S12E21_167,1_S12E21_167_u,"Yes, but it may just be the Indian accent.",0:3.917000,SHELDON,BBT,1,PRO,Ridicule,Sadness,4,7
1_S12E21_261,1_S12E21_261_u,Other than Bernadette? That does not sound right.,0:3.525000,RAJ,BBT,1,ILL,Disgust,Happiness,3,7
1_S12E21_285,1_S12E21_285_u,You sure you're not thinking about your husband?,0:3.176999,PENNY,BBT,1,PRO,Ridicule,Surprise,3,8
1_S12E22_004,1_S12E22_004_u,Never? Isn't that usually when you go to the gym?,0:5.807,PENNY,BBT,1,EMB,Ridicule,Surprise,4,8
1_S12E22_066,1_S12E22_066_u,"Apparently, a guy who wants to have his feelings hurt.",0:2.469000,HOWARD,BBT,1,PRO,Ridicule,Neutral,4,8
1_S12E22_188,1_S12E22_188_u,"I can see why she would say that, but why do you?",0:2.803,HOWARD,BBT,1,PRO,Ridicule,Surprise,4,7
1_S12E22_211,1_S12E22_211_u,"So, you're an Indian giver?",0:5.973000,HOWARD,BBT,1,ILL,Ridicule,Neutral,3,8
1_S12E23_209,1_S12E23_209_u,So not Mr. and Mrs. Wackadoodle?,0:2.001999,HOWARD,BBT,1,ILL,Ridicule,Sadness,4,7
1_S12E23_350,1_S12E23_350_u,maybe 300 tiny haircuts over a ten-year period.,0:4.170999,AMY,BBT,1,PRO,Frustration,Neutral,4,7
1_S12E23_389,1_S12E23_389_u,"Heck, you've had sex almost as many times as I have fingers.",0:4.603999,PENNY,BBT,1,EMB,Ridicule,Excitement,2,8
1_S12E23_470,1_S12E23_470_u,"This might be the glue talking, but that was a very pleasurable 139 and a half hours.",0:7.040000,LEONARD,BBT,1,ILL,Frustration,Happiness,4,7
1_S12E23_488,1_S12E23_488_u,I stand by my statement.,0:2.903000,AMY,BBT,1,PRO,Disgust,Excitement,4,7
1_S12E23_539,1_S12E23_539_u,"It was her, right?",0:1.902000,HOWARD,BBT,1,ILL,Ridicule,Surprise,3,7
1_S12E23_576,1_S12E23_576_u,Welcome to my life.,0:2.370000,SHELDON,BBT,1,ILL,Frustration,Happiness,3,9
1_S12E23_600,1_S12E23_600_u,(quietly): I told you these tickets weren't free.,0:2.769999,HOWARD,BBT,1,ILL,Frustration,Neutral,4,6
2_1,2_1_u,"Yes you can. You're thinking about time, you can't go back in time.",0:04,CHANDLER,FRIENDS,0,NONE,Neutral,Neutral,5,5
2_102,2_102_u,No Blanche she is upset because they keep changing the taste of coke.,0:08,DOROTHY,GOLDENGIRLS,1,PRO,Frustration,Neutral,3,7
2_103,2_103_u,"No, this is just part of a daredevil game that I play called wait until last moment before I burst and die",0:07,CHANDLER,FRIENDS,1,ILL,Frustration,Excitement,4,7
2_104,2_104_u,Was that place the sun?,0:04,CHANDLER,FRIENDS,1,PRO,Disgust,Neutral,2,8
2_105,2_105_u,Why? You never look down in the shower?  Oh please I am allowed one joke in the monkey is penis genre.,0:07,CHANDLER,FRIENDS,1,PRO,Ridicule,Neutral,2,9
2_107,2_107_u,You'd better act surprised.,0:01,JOEY,FRIENDS,0,NONE,Fear,Fear,3,7
